,posicao,fortuna,industria,nome_completo,idade,pais_de_residencia,fonte,genero,ipca_do_pais,variacao_do_ipca,pib_do_pais,expectativa_de_vida,receita_tributaria,taxa_de_imposto,pop_do_pais,continente
192,190,9700,Saúde,Sun Piaoyang,64,China,Farmacêutico,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
193,195,9600,Tecnologia,Rick Cohen & family,70,United States,Automação de armazéns,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
194,195,9600,Energia,Jin Baofang,70,China,Painéis solares,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
195,195,9600,Manufatura,Luo Liguo & family,67,China,Produtos químicos,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
196,195,9600,Alimentos e bebidas,Marijke Mars,58,United States,"Doces, ração para animais de estimação",Fem,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
197,195,9600,Alimentos e bebidas,Pamela Mars,62,United States,"Doces, ração para animais de estimação",Fem,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
198,195,9600,Alimentos e bebidas,Valerie Mars,64,United States,"Doces, ração para animais de estimação",Fem,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
199,195,9600,Alimentos e bebidas,Victoria Mars,66,United States,"Doces, ração para animais de estimação",Fem,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
200,202,9500,Finanças e investimentos,Vincent Bolloré & family,71,France,Investimentos,Masc,110.05,1.1,2715518274227,82.5,24.2,60.7,67059887,Europe
201,202,9500,Diversificado,Jim Pattison,94,Canada,Diversificados,Masc,116.76,1.9,1736425629520,81.9,12.8,24.5,36991981,North America
202,204,9400,Saúde,Ernesto Bertarelli,57,Switzerland,"Biotecnologia, investimentos",Masc,99.55,0.4,703082435360,83.6,10.1,28.8,8574832,Europe
203,204,9400,Tecnologia,Wang Xing,44,China,Entrega de alimentos,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
204,206,9300,Tecnologia,Brian Chesky,41,United States,Airbnb,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
205,206,9300,Manufatura,James Dyson,75,United Kingdom,Aspiradores,Masc,119.62,1.7,2827113184696,81.3,25.5,30.6,66834405,Europe
206,208,9200,Diversificado,Roman Abramovich & family,56,Russia,"Aço, investimentos",Masc,180.75,4.5,1699876578871,72.7,11.4,46.2,144373535,Europe
207,208,9200,Diversificado,Antonia Ax:son Johnson & family,79,Sweden,Diversificados,Fem,110.51,1.8,530832908738,82.5,27.9,49.1,10285453,Europe
208,208,9200,Energia,Daniel Kretinsky,47,Czech Republic,"Energia, investimentos",Masc,116.48,2.8,246489245495,79.0,14.9,46.1,10669709,Europe
209,208,9200,Mídia e entretenimento,John Malone,82,United States,Televisão a cabo,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
210,208,9200,Tecnologia,Azim Premji,77,India,Serviços de software,Masc,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754,Asia
211,208,9200,Finanças e investimentos,Charles Schwab,85,United States,Corretora de descontos,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
212,208,9200,Moda e varejo,Eric Smidt,63,United States,Lojas de ferragens,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
213,215,9000,Tecnologia,David Cheriton,72,United States,Google,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
214,215,9000,Metais e mineração,Ivan Glasenberg,66,Switzerland,Mineração,Masc,99.55,0.4,703082435360,83.6,10.1,28.8,8574832,Europe
215,215,9000,Imobiliário,Alexander Otto,55,Germany,Imóveis,Masc,112.85,1.4,3845630030824,80.9,11.5,48.8,83132799,Europe
216,215,9000,Alimentos e bebidas,Anthony von Mandl,73,Canada,Bebidas alcoólicas,Masc,116.76,1.9,1736425629520,81.9,12.8,24.5,36991981,North America
217,215,9000,Manufatura,Wang Liping & family,57,China,Máquinas hidráulicas,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
218,220,8900,Alimentos e bebidas,Finn Rausing,68,United Kingdom,Embalagens,Masc,119.62,1.7,2827113184696,81.3,25.5,30.6,66834405,Europe
219,220,8900,Alimentos e bebidas,Jorn Rausing,63,United Kingdom,Embalagens,Masc,119.62,1.7,2827113184696,81.3,25.5,30.6,66834405,Europe
220,220,8900,Alimentos e bebidas,Kirsten Rausing,70,United Kingdom,Embalagens,Fem,119.62,1.7,2827113184696,81.3,25.5,30.6,66834405,Europe
221,223,8800,Moda e varejo,Tatyana Bakalchuk,47,Russia,Comércio eletrônico,Fem,180.75,4.5,1699876578871,72.7,11.4,46.2,144373535,Europe
222,223,8800,Tecnologia,John Doerr,71,United States,Capital de risco,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
223,223,8800,Tecnologia,Richard Liu,49,China,Comércio eletrônico,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
224,223,8800,Tecnologia,Dustin Moskovitz,38,United States,Facebook,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
225,223,8800,Tecnologia,Pierre Omidyar,55,United States,"eBay, PayPal",Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
226,223,8800,Energia,Pei Zhenhua,64,China,Baterias,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
227,223,8800,Energia,Carrie Perrodo & family,72,United Kingdom,Petróleo,Fem,119.62,1.7,2827113184696,81.3,25.5,30.6,66834405,Europe
228,230,8700,Manufatura,Chen Jianhua,52,China,Produtos químicos,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
229,230,8700,Moda e varejo,Michael Otto,79,Germany,"Varejo, imóveis",Masc,112.85,1.4,3845630030824,80.9,11.5,48.8,83132799,Europe
230,232,8600,Finanças e investimentos,Leon Black,71,United States,Patrimônio privado,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
231,232,8600,Finanças e investimentos,Graeme Hart,67,New Zealand,Investimentos,Masc,114.24,1.6,206928765544,81.9,29.0,34.6,4841000,Oceania
232,232,8600,Alimentos e bebidas,Ravi Jaipuria,68,India,"Refrigerantes, fast food",Masc,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754,Asia
233,232,8600,Tecnologia,Hasso Plattner & family,79,Germany,Software,Masc,112.85,1.4,3845630030824,80.9,11.5,48.8,83132799,Europe
234,232,8600,Alimentos e bebidas,Carlos Alberto Sicupira & family,75,Switzerland,Cerveja,Masc,99.55,0.4,703082435360,83.6,10.1,28.8,8574832,Europe
235,232,8600,Imobiliário,Manuel Villar,73,Philippines,Imóveis,Masc,129.61,2.5,376795508680,71.1,14.0,43.1,108116615,Asia
236,232,8600,Tecnologia,Andreas von Bechtolsheim & family,67,United States,Google,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
237,239,8500,Finanças e investimentos,"Chase Coleman, III.",47,United States,Investimentos,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
238,239,8500,Moda e varejo,Ann Walton Kroenke,74,United States,Walmart,Fem,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
239,239,8500,Manufatura,Li Zhenguo & family,55,China,Módulos e wafers solares,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
240,242,8400,Mídia e entretenimento,Jim Kennedy,75,United States,"Mídia, automotivo",Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
241,242,8400,Metais e mineração,Nicky Oppenheimer & family,77,South Africa,Diamantes,Masc,158.93,4.1,351431649241,63.9,27.5,29.2,58558270,Africa
242,242,8400,Mídia e entretenimento,Blair Parry-Okeden,72,Australia,"Mídia, automotivo",Fem,119.8,1.6,1392680589329,82.7,23.0,47.4,25766605,Oceania
243,242,8400,Metais e mineração,Zheng Shuliang & family,77,China,Produtos de alumínio,Fem,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
244,246,8300,Moda e varejo,John Morris,75,United States,Varejo de artigos esportivos,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
246,246,8300,Finanças e investimentos,Francine von Finck & family,67,Switzerland,Investimentos,Fem,99.55,0.4,703082435360,83.6,10.1,28.8,8574832,Europe
248,249,8200,Energia,German Khan,61,Russia,"Petróleo, bancos, telecomunicações",Masc,180.75,4.5,1699876578871,72.7,11.4,46.2,144373535,Europe
249,249,8200,Diversificado,Abdulsamad Rabiu,62,Nigeria,"Cimento, açúcar",Masc,267.51,11.4,448120428859,54.3,1.5,34.8,200963599,Africa
250,249,8200,Finanças e investimentos,George Roberts,79,United States,Patrimônio privado,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
251,249,8200,Imobiliário,Kushal Pal Singh,91,India,Imóveis,Masc,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754,Asia
252,249,8200,Imobiliário,Wang Jianlin,68,China,Imóveis,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
253,249,8200,Imobiliário,Yang Huiyan & family,41,China,Imóveis,Fem,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
254,256,8100,Diversificado,Laurent Dassault,69,France,Diversificados,Masc,110.05,1.1,2715518274227,82.5,24.2,60.7,67059887,Europe
255,256,8100,Diversificado,Thierry Dassault,66,France,Diversificados,Masc,110.05,1.1,2715518274227,82.5,24.2,60.7,67059887,Europe
256,256,8100,Alimentos e bebidas,Tilman Fertitta,65,United States,"Houston Rockets, entretenimento",Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
257,256,8100,Diversificado,Marie-Hélène Habert-Dassault,58,France,Diversificados,Fem,110.05,1.1,2715518274227,82.5,24.2,60.7,67059887,Europe
258,256,8100,Jogos de azar e cassinos,Karel Komarek,54,Switzerland,"Petróleo e gás, TI, loterias",Masc,99.55,0.4,703082435360,83.6,10.1,28.8,8574832,Europe
259,261,8000,Tecnologia,Nathan Blecharczyk,39,United States,Airbnb,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
260,261,8000,Energia,Leonid Fedun,66,Russia,Petróleo,Masc,180.75,4.5,1699876578871,72.7,11.4,46.2,144373535,Europe
261,261,8000,Moda e varejo,Bernard Marcus,93,United States,Depósito doméstico,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
262,261,8000,Finanças e investimentos,Patrick Ryan,85,United States,Seguros,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
263,261,8000,Finanças e investimentos,Robert F. Smith,60,United States,Patrimônio privado,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
264,261,8000,Metais e mineração,Pavel Tykac,58,Czech Republic,Minas de carvão,Masc,116.48,2.8,246489245495,79.0,14.9,46.1,10669709,Europe
266,268,7900,Finanças e investimentos,Orlando Bravo,52,United States,Patrimônio privado,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
267,268,7900,Moda e varejo,Ding Shizhong,52,China,Vestuário esportivo,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
268,268,7900,Moda e varejo,Nancy Walton Laurie,71,United States,Walmart,Fem,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
269,268,7900,Tecnologia,Jay Y. Lee,54,South Korea,Samsung,Masc,115.16,0.4,2029000000000,82.6,15.6,33.2,51709098,Asia
270,268,7900,Finanças e investimentos,Ramzi Musallam,54,United States,Patrimônio privado,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
271,268,7900,Finanças e investimentos,David Shaw,72,United States,Fundos de hedge,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
272,268,7900,Metais e mineração,Andrei Skoch & family,57,Russia,Metais e mineração,Masc,180.75,4.5,1699876578871,72.7,11.4,46.2,144373535,Europe
273,268,7900,Diversificado,Georg Stumpf,50,Austria,"Imóveis, construção",Masc,118.06,1.5,446314739528,81.6,25.4,51.4,8877067,Europe
274,276,7800,Telecomunicações,Rocco Commisso,73,United States,Telecomunicações,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
275,276,7800,Manufatura,Li Shuirong & family,66,China,Petroquímica,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
277,276,7800,Tecnologia,Qi Shi & family,53,China,Informações financeiras,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
278,276,7800,Manufatura,Yao Liangsong,58,China,Móveis,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
280,282,7700,Alimentos e bebidas,Jean-Michel Besnier,55,France,Queijo,Masc,110.05,1.1,2715518274227,82.5,24.2,60.7,67059887,Europe
281,282,7700,Alimentos e bebidas,Marie Besnier Beauvalot,42,France,Queijo,Fem,110.05,1.1,2715518274227,82.5,24.2,60.7,67059887,Europe
282,282,7700,Mídia e entretenimento,David Geffen,80,United States,"Filmes, gravadoras",Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
283,282,7700,Tecnologia,Robin Li,54,China,Pesquisa na Internet,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
284,282,7700,Serviços,Liu Yonghao & family,71,China,Agronegócios,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
285,282,7700,Tecnologia,Henry Samueli,68,United States,Semicondutores,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
286,282,7700,Saúde,Reinhold Schmieding,68,United States,Dispositivos médicos,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
287,282,7700,Imobiliário,Ivar Tollefsen,61,Norway,Imóveis,Masc,120.27,2.2,403336363636,82.8,23.9,36.2,5347896,Europe
288,290,7600,Energia,Cao Renxian,54,China,Equipamentos fotovoltaicos,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
289,290,7600,Saúde,Hasmukh Chudgar & family,89,India,Farmacêutico,Masc,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754,Asia
290,290,7600,Manufatura,Andrew Currie,67,United Kingdom,Produtos químicos,Masc,119.62,1.7,2827113184696,81.3,25.5,30.6,66834405,Europe
291,290,7600,Tecnologia,Joe Gebbia,41,United States,Airbnb,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
292,290,7600,Imobiliário,Philip Ng,64,Singapore,Imóveis,Masc,114.41,0.6,372062527489,83.1,13.1,21.0,5703569,Asia
293,290,7600,Manufatura,John Reece,66,United Kingdom,Produtos químicos,Masc,119.62,1.7,2827113184696,81.3,25.5,30.6,66834405,Europe
294,290,7600,Imobiliário,Leonard Stern,85,United States,Imóveis,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
296,290,7600,Saúde,Zhong Huijuan,62,China,Farmacêutico,Fem,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
297,299,7500,Esportes,Arthur Blank,80,United States,Depósito doméstico,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
298,299,7500,Moda e varejo,Charles Butt,85,United States,Supermercados,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
299,299,7500,Moda e varejo,Ding Shijia,59,China,Vestuário esportivo,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
300,299,7500,Finanças e investimentos,"Paul Tudor Jones, II.",68,United States,Fundos de hedge,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
301,299,7500,Finanças e investimentos,Henry Kravis,79,United States,Patrimônio privado,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
302,299,7500,Alimentos e bebidas,Zhang Yong,52,Singapore,Restaurantes,Masc,114.41,0.6,372062527489,83.1,13.1,21.0,5703569,Asia
303,305,7400,Tecnologia,James Goodnight,80,United States,Software,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
304,305,7400,Manufatura,Sri Prakash Lohia,70,United Kingdom,Petroquímica,Masc,119.62,1.7,2827113184696,81.3,25.5,30.6,66834405,Europe
305,305,7400,Moda e varejo,Ma Jianrong,59,China,"Têxteis, vestuário",Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
306,305,7400,Imobiliário,Robert Ng,71,Singapore,Imóveis,Masc,114.41,0.6,372062527489,83.1,13.1,21.0,5703569,Asia
307,305,7400,Manufatura,Steven Rales,72,United States,"Fabricação, investimentos",Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
308,305,7400,Construção e engenharia,Nassef Sawiris,62,Egypt,"Construção, investimentos",Masc,288.57,9.2,303175127598,71.8,12.5,44.4,100388073,Africa
309,305,7400,Alimentos e bebidas,Harry Stine,81,United States,Agricultura,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
310,312,7300,Manufatura,Benu Gopal Bangur,91,India,Cimento,Masc,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754,Asia
311,312,7300,Metais e mineração,Iskander Makhmudov,59,Russia,"Mineração, metais, maquinário",Masc,180.75,4.5,1699876578871,72.7,11.4,46.2,144373535,Europe
312,312,7300,Moda e varejo,Anders Holch Povlsen,50,Denmark,Varejo de moda,Masc,110.35,0.8,348078018464,81.0,32.4,23.8,5818553,Europe
313,312,7300,Logística,Enrique Razon Jr.,63,Philippines,Portos,Masc,129.61,2.5,376795508680,71.1,14.0,43.1,108116615,Asia
314,312,7300,Tecnologia,Wang Laichun,55,China,Componentes eletrônicos,Fem,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
315,317,7200,Finanças e investimentos,Arthur Dantchik,65,United States,"Comércio, investimentos",Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
317,317,7200,Imobiliário,Jeff Greene,68,United States,"Imóveis, investimentos",Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
318,317,7200,Finanças e investimentos,Don Hankey,79,United States,Empréstimos para automóveis,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
319,317,7200,Energia,Richard Kinder,78,United States,Dutos,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
320,317,7200,Finanças e investimentos,Guillaume Pousaz,41,United Arab Emirates,Fintech,Masc,114.52,-1.9,421142267938,77.8,0.1,15.9,9770529,Asia
321,317,7200,Moda e varejo,Takahisa Takahara,61,Japan,Produtos de cuidados pessoais,Masc,105.48,0.5,5081769542380,84.2,11.9,46.7,126226568,Asia
322,317,7200,Alimentos e bebidas,Zong Qinghou,77,China,Bebidas,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
323,325,7100,Tecnologia,Judy Faulkner,79,United States,Software de saúde,Fem,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
324,325,7100,Jogos de azar e cassinos,Johann Graf,76,Austria,Jogos de azar,Masc,118.06,1.5,446314739528,81.6,25.4,51.4,8877067,Europe
325,325,7100,Serviços,Tamara Gustavson,61,United States,Armazenamento autônomo,Fem,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
326,325,7100,Manufatura,Liang Wengen,66,China,Equipamentos de construção,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
327,325,7100,Saúde,Frederik Paulsen,72,Switzerland,Cuidados com a saúde,Masc,99.55,0.4,703082435360,83.6,10.1,28.8,8574832,Europe
328,325,7100,Finanças e investimentos,Wee Cho Yaw,94,Singapore,Bancos,Masc,114.41,0.6,372062527489,83.1,13.1,21.0,5703569,Asia
329,325,7100,Manufatura,Zhang Hejun,71,China,Eletrônicos,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
330,332,7000,Tecnologia,Marc Benioff,58,United States,Software empresarial,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
331,332,7000,Mídia e entretenimento,Dmitri Bukhman,37,United Kingdom,Jogos on-line,Masc,119.62,1.7,2827113184696,81.3,25.5,30.6,66834405,Europe
332,332,7000,Mídia e entretenimento,Igor Bukhman,41,United Kingdom,Jogos on-line,Masc,119.62,1.7,2827113184696,81.3,25.5,30.6,66834405,Europe
333,332,7000,Tecnologia,Jack Dangermond,77,United States,Software de mapeamento,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
334,332,7000,Manufatura,Ashwin Dani & family,80,India,Tintas,Masc,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754,Asia
335,332,7000,Moda e varejo,Ralph Lauren,83,United States,Vestuário,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
337,332,7000,Diversificado,Rohiqa Cyrus Mistry,55,India,Diversificados,Fem,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754,Asia
338,332,7000,Diversificado,Shapoor Mistry,58,India,Diversificados,Masc,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754,Asia
339,332,7000,Alimentos e bebidas,J. Christopher Reyes,69,United States,Distribuição de alimentos,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
340,332,7000,Alimentos e bebidas,Jude Reyes,67,United States,Distribuição de alimentos,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
341,332,7000,Alimentos e bebidas,Don Vultaggio & family,71,United States,Bebidas,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
