,posicao,fortuna,industria,nome_completo,idade,pais_de_residencia,city_of_residence,fonte,citizenship,genero,birth_date,last_name,first_name,residence_state,residence_region,birth_year,birth_month,birth_day,ipca_do_pais,variacao_do_ipca,pib_do_pais,g_tertiary_ed_enroll,g_primary_ed_enroll,expectativa_de_vida,receita_tributaria,taxa_de_imposto,pop_do_pais,country_lat,country_long,continente
100,101,16500,Moda e varejo,"Theo Albrecht, Jr. & family",72,Germany,Mulheim an der Ruhr,"Aldi, Trader Joe's",Germany,Masc,1951-01-01,Albrecht,Theo,No subdivisions info,No subdivisions info,1951,1,1,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799,51.165691,10.451526,Europe
101,101,16500,Finanças e investimentos,Renata Kellnerova & family,55,Czech Republic,Prague,"Finanças, telecomunicações",Czech Republic,Fem,1967-07-04,Kellnerova,Renata,No subdivisions info,No subdivisions info,1967,7,4,116.48,2.8,246489245495,64.1,100.7,79.0,14.9,46.1,10669709,49.817492,15.472962,Europe
102,103,16300,Saúde,Li Xiting,72,China,Shenzhen,Dispositivos médicos,Singapore,Masc,1951-01-01,Li,Xiting,No subdivisions info,No subdivisions info,1951,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
103,104,16200,Moda e varejo,Stefan Persson,75,Sweden,Stockholm,H&M,Sweden,Masc,1947-10-04,Persson,Stefan,No subdivisions info,No subdivisions info,1947,10,4,110.51,1.8,530832908738,67.0,126.6,82.5,27.9,49.1,10285453,60.128161,18.643501,Europe
104,104,16200,Tecnologia,Eric Schmidt,67,United States,Atherton,Google,United States,Masc,1955-04-27,Schmidt,Eric,California,West,1955,4,27,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
105,106,16000,Finanças e investimentos,Michael Platt,55,Switzerland,Geneva,Fundos de hedge,United Kingdom,Masc,1968-03-18,Platt,Michael,No subdivisions info,No subdivisions info,1968,3,18,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,Europe
106,107,15900,Alimentos e bebidas,Pang Kang,67,China,Foshan,Molho de soja,China,Masc,1956-01-19,Pang,Kang,No subdivisions info,No subdivisions info,1956,1,19,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
107,108,15800,Moda e varejo,Karl Albrecht Jr. & family,65,Germany,Unknown,Supermercados,Germany,Masc,1958-01-01,Albrecht Jr.,Karl,No subdivisions info,No subdivisions info,1958,1,1,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799,51.165691,10.451526,Europe
108,108,15800,Alimentos e bebidas,Jorge Paulo Lemann & family,83,Switzerland,Zurich,Cerveja,Brazil,Masc,1939-08-26,Lemann,Jorge Paulo,No subdivisions info,No subdivisions info,1939,8,26,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,Europe
110,112,15600,Saúde,Dilip Shanghvi,67,India,Mumbai,Farmacêutico,India,Masc,1955-10-01,Shanghvi,Dilip,No subdivisions info,No subdivisions info,1955,10,1,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
111,113,15500,Tecnologia,Robert Pera,45,United States,San Jose,Redes sem fio,United States,Masc,1978-03-10,Pera,Robert,California,West,1978,3,10,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
112,114,15300,Moda e varejo,Radhakishan Damani,68,India,Mumbai,"Varejo, investimentos",India,Masc,1955-01-01,Damani,Radhakishan,No subdivisions info,No subdivisions info,1955,1,1,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
113,115,15200,Automotivo,Huang Shilin,56,China,Ningde,Baterias,China,Masc,1967-01-01,Huang,Shilin,No subdivisions info,No subdivisions info,1967,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
114,116,14900,Diversificado,Dhanin Chearavanont,83,Thailand,Bangkok,Diversificados,Thailand,Masc,1939-04-19,Chearavanont,Dhanin,No subdivisions info,No subdivisions info,1939,4,19,113.27,0.7,543649976166,49.3,99.8,76.9,14.9,29.5,69625582,15.870032,100.992541,Asia
115,116,14900,Moda e varejo,David Green & family,81,United States,Oklahoma City,Varejo,United States,Masc,1941-11-13,Green,David,Oklahoma,South,1941,11,13,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
116,118,14800,Alimentos e bebidas,Charoen Sirivadhanabhakdi,78,Thailand,Bangkok,"Álcool, imóveis",Thailand,Masc,1944-05-02,Sirivadhanabhakdi,Charoen,No subdivisions info,No subdivisions info,1944,5,2,113.27,0.7,543649976166,49.3,99.8,76.9,14.9,29.5,69625582,15.870032,100.992541,Asia
117,119,14700,Alimentos e bebidas,Charlene de Carvalho-Heineken & family,68,United Kingdom,London,Heineken,Netherlands,Fem,1954-06-30,de Carvalho-Heineken,Charlene,No subdivisions info,No subdivisions info,1954,6,30,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,Europe
118,120,14600,Saúde,Xu Hang,60,China,Shenzhen,Dispositivos médicos,Hong Kong,Masc,1962-05-22,Xu,Hang,No subdivisions info,No subdivisions info,1962,5,22,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
119,121,14500,Automotivo,Wei Jianjun & family,59,China,Baoding,Automóveis,China,Masc,1964-03-01,Wei,Jianjun,No subdivisions info,No subdivisions info,1964,3,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
121,123,14300,Manufatura,Goh Cheng Liang,95,Singapore,Singapore,Tintas,Singapore,Masc,1927-06-27,Goh,Cheng Liang,No subdivisions info,No subdivisions info,1927,6,27,114.41,0.6,372062527489,84.8,100.6,83.1,13.1,21.0,5703569,1.352083,103.819836,Asia
122,124,14200,Diversificado,Kumar Birla,55,India,Mumbai,Commodities,India,Masc,1967-06-14,Birla,Kumar,No subdivisions info,No subdivisions info,1967,6,14,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
123,124,14200,Manufatura,Aliko Dangote,65,Nigeria,Lagos,"Cimento, açúcar",Nigeria,Masc,1957-04-10,Dangote,Aliko,No subdivisions info,No subdivisions info,1957,4,10,267.51,11.4,448120428859,10.2,84.7,54.3,1.5,34.8,200963599,9.081999,8.675277,Africa
125,127,14000,Diversificado,Idan Ofer,67,United Kingdom,London,Transporte marítimo,Israel,Masc,1955-10-02,Ofer,Idan,No subdivisions info,No subdivisions info,1955,10,2,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,Europe
126,128,13900,Saúde,Chen Bang,57,China,Changsha,Hospitais,China,Masc,1965-09-01,Chen,Bang,No subdivisions info,No subdivisions info,1965,9,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
128,130,13700,Logística,John Fredriksen,78,United Kingdom,London,Transporte marítimo,Cyprus,Masc,1945-02-01,Fredriksen,John,No subdivisions info,No subdivisions info,1945,2,1,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,Europe
129,130,13700,Construção e engenharia,Diane Hendricks,76,United States,Afton,Materiais de construção,United States,Fem,1947-03-02,Hendricks,Diane,Wisconsin,Midwest,1947,3,2,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
130,130,13700,Tecnologia,Jan Koum,47,United States,Atherton,WhatsApp,United States,Masc,1976-02-24,Koum,Jan,California,West,1976,2,24,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
131,133,13300,Esportes,Jerry Jones,80,United States,Dallas,Dallas Cowboys,United States,Masc,1942-10-13,Jones,Jerry,Texas,South,1942,10,13,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
132,133,13300,Energia,George Kaiser,80,United States,Tulsa,"Petróleo e gás, bancos",United States,Masc,1942-07-29,Kaiser,George,Oklahoma,South,1942,7,29,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
134,136,13200,Automotivo,Lu Xiangyang,60,China,Guangzhou,"Automóveis, baterias",China,Masc,1962-12-28,Lu,Xiangyang,No subdivisions info,No subdivisions info,1962,12,28,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
135,137,13100,Imobiliário,Harry Triguboff,90,Australia,Sydney,Imóveis,Australia,Masc,1933-03-03,Triguboff,Harry,No subdivisions info,No subdivisions info,1933,3,3,119.8,1.6,1392680589329,113.1,100.3,82.7,23.0,47.4,25766605,-25.274398,133.775136,Oceania
136,138,12900,Finanças e investimentos,Uday Kotak,64,India,Mumbai,Bancos,India,Masc,1959-03-15,Kotak,Uday,No subdivisions info,No subdivisions info,1959,3,15,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
137,138,12900,Esportes,Stanley Kroenke,75,United States,Electra,"Esportes, imóveis",United States,Masc,1947-07-29,Kroenke,Stanley,Texas,South,1947,7,29,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
138,140,12600,Energia,Mikhail Fridman,58,United Kingdom,London,"Petróleo, bancos, telecomunicações",Russia,Masc,1964-04-21,Fridman,Mikhail,No subdivisions info,No subdivisions info,1964,4,21,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,Europe
139,141,12300,Energia,Sarath Ratanavadi,57,Thailand,Bangkok,Energia,Thailand,Masc,1965-07-12,Ratanavadi,Sarath,No subdivisions info,No subdivisions info,1965,7,12,113.27,0.7,543649976166,49.3,99.8,76.9,14.9,29.5,69625582,15.870032,100.992541,Asia
140,142,12200,Metais e mineração,Dang Yanbao,50,China,Yinchuan,Carvão,China,Masc,1973-02-01,Dang,Yanbao,No subdivisions info,No subdivisions info,1973,2,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
141,142,12200,Saúde,Jiang Rensheng & family,69,China,Chongqing,Vacinas,China,Masc,1953-10-08,Jiang,Rensheng,No subdivisions info,No subdivisions info,1953,10,8,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
142,144,12100,Automotivo,Shahid Khan,72,United States,Naples,Autopeças,United States,Masc,1950-07-18,Khan,Shahid,Florida,South,1950,7,18,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
143,145,12000,Tecnologia,Laurene Powell Jobs & family,59,United States,Palo Alto,"Apple, Disney",United States,Fem,1963-11-06,Powell Jobs,Laurene,California,West,1963,11,6,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
145,147,11600,Imobiliário,Stephen Ross,82,United States,New York,Imóveis,United States,Masc,1940-05-10,Ross,Stephen,New York,Northeast,1940,5,10,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
146,148,11500,Tecnologia,Pavel Durov,38,United Arab Emirates,Dubai,Aplicativo de mensagens,United Arab Emirates,Masc,1984-10-10,Durov,Pavel,No subdivisions info,No subdivisions info,1984,10,10,114.52,-1.9,421142267938,36.8,108.4,77.8,0.1,15.9,9770529,23.424076,53.847818,Asia
147,148,11500,Saúde,Andreas Struengmann & family,73,Germany,Tegernsee,Farmacêutico,Germany,Masc,1950-02-16,Struengmann,Andreas,No subdivisions info,No subdivisions info,1950,2,16,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799,51.165691,10.451526,Europe
148,148,11500,Saúde,Thomas Struengmann & family,73,Germany,Tegernsee,Farmacêutico,Germany,Masc,1950-02-16,Struengmann,Thomas,No subdivisions info,No subdivisions info,1950,2,16,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799,51.165691,10.451526,Europe
149,151,11400,Alimentos e bebidas,Liu Hanyuan,59,China,Chengdu,Agronegócios,China,Masc,1964-01-01,Liu,Hanyuan,No subdivisions info,No subdivisions info,1964,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
150,151,11400,Moda e varejo,Michael Rubin,50,United States,Bryn Mawr,Varejo on-line,United States,Masc,1972-07-21,Rubin,Michael,Pennsylvania,Northeast,1972,7,21,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
151,153,11300,Finanças e investimentos,Israel Englander,74,United States,New York,Fundos de hedge,United States,Masc,1948-09-30,Englander,Israel,New York,Northeast,1948,9,30,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
152,153,11300,Manufatura,Viatcheslav Kantor,69,Israel,Herzliya,"Fertilizantes, imóveis",Russia,Masc,1953-09-08,Kantor,Viatcheslav,No subdivisions info,No subdivisions info,1953,9,8,108.15,0.8,395098666122,63.4,104.9,82.8,23.1,25.3,9053300,31.046051,34.851612,Asia
153,153,11300,Manufatura,Anthony Pratt,62,Australia,Melbourne,Manufatura,Australia,Masc,1960-04-11,Pratt,Anthony,No subdivisions info,No subdivisions info,1960,4,11,119.8,1.6,1392680589329,113.1,100.3,82.7,23.0,47.4,25766605,-25.274398,133.775136,Oceania
154,153,11300,Finanças e investimentos,Mikhail Prokhorov,57,Switzerland,Frauenfeld,Investimentos,Russia,Masc,1965-05-03,Prokhorov,Mikhail,No subdivisions info,No subdivisions info,1965,5,3,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,Europe
155,157,11100,Moda e varejo,Giorgio Armani,88,Italy,Milan,Bens de luxo,Italy,Masc,1934-07-11,Armani,Giorgio,No subdivisions info,No subdivisions info,1934,7,11,110.62,0.6,2001244392042,61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738,Europe
156,157,11100,Moda e varejo,Johann Rupert & family,72,South Africa,Cape Town,Bens de luxo,South Africa,Masc,1950-06-01,Rupert,Johann,No subdivisions info,No subdivisions info,1950,6,1,158.93,4.1,351431649241,22.4,100.9,63.9,27.5,29.2,58558270,-30.559482,22.937506,Africa
158,159,11000,Tecnologia,Zhang Zhidong,51,China,Shenzhen,Mídia na Internet,China,Masc,1972-01-01,Zhang,Zhidong,No subdivisions info,No subdivisions info,1972,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
159,161,10900,Finanças e investimentos,Philip Anschutz,83,United States,Denver,"Energia, esportes, entretenimento",United States,Masc,1939-12-28,Anschutz,Philip,Colorado,West,1939,12,28,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
160,161,10900,Moda e varejo,Judy Love & family,85,United States,Oklahoma City,Postos de gasolina,United States,Fem,1937-06-17,Love,Judy,Oklahoma,South,1937,6,17,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
161,161,10900,Moda e varejo,Ricardo Salinas Pliego & family,67,Mexico,Mexico City,"Varejo, mídia",Mexico,Masc,1955-10-19,Salinas Pliego,Ricardo,No subdivisions info,No subdivisions info,1955,10,19,141.54,3.6,1258286717125,40.2,105.8,75.0,13.1,55.1,126014024,23.634501,-102.552784,North America
162,164,10700,Mídia e entretenimento,Donald Newhouse,93,United States,New York,Mídia,United States,Masc,1929-08-05,Newhouse,Donald,New York,Northeast,1929,8,5,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
163,165,10600,Esportes,Robert Kraft,81,United States,Brookline,"Fabricação, New England Patriots",United States,Masc,1941-06-05,Kraft,Robert,Massachusetts,Northeast,1941,6,5,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
164,165,10600,Alimentos e bebidas,Marcel Herrmann Telles,73,Brazil,Sao Paulo,Cerveja,Brazil,Masc,1950-01-01,Telles,Marcel Herrmann,No subdivisions info,No subdivisions info,1950,1,1,167.4,3.7,1839758040766,51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528,South America
165,167,10500,Finanças e investimentos,Suleiman Kerimov & family,57,Russia,Moscow,Ouro,Russia,Masc,1966-03-12,Kerimov & family,Suleiman,No subdivisions info,No subdivisions info,1966,3,12,180.75,4.5,1699876578871,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,Europe
166,167,10500,Moda e varejo,Sky Xu,39,China,Guangzhou,Comércio eletrônico,China,Masc,1984-01-01,Xu,Sky,No subdivisions info,No subdivisions info,1984,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
167,167,10500,Finanças e investimentos,Changpeng Zhao,45,United Arab Emirates,Dubai,Câmbio de criptomoedas,Canada,Masc,1977-09-10,Zhao,Changpeng,No subdivisions info,No subdivisions info,1977,9,10,114.52,-1.9,421142267938,36.8,108.4,77.8,0.1,15.9,9770529,23.424076,53.847818,Asia
168,170,10300,Finanças e investimentos,Andrew Beal,70,United States,Dallas,"Bancos, imóveis",United States,Masc,1952-11-29,Beal,Andrew,Texas,South,1952,11,29,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
169,171,10200,Tecnologia,Mike Cannon-Brookes,43,Australia,Sydney,Software,Australia,Masc,1979-11-17,Cannon-Brookes,Mike,No subdivisions info,No subdivisions info,1979,11,17,119.8,1.6,1392680589329,113.1,100.3,82.7,23.0,47.4,25766605,-25.274398,133.775136,Oceania
170,171,10200,Saúde,Carl Cook,60,United States,Bloomington,Dispositivos médicos,United States,Masc,1962-08-19,Cook,Carl,Indiana,Midwest,1962,8,19,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
171,171,10200,Tecnologia,David Duffield,82,United States,Incline Village,Software empresarial,United States,Masc,1940-09-21,Duffield,David,Nevada,West,1940,9,21,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
172,171,10200,Energia,Jeffery Hildebrand,64,United States,Houston,Petróleo,United States,Masc,1959-03-05,Hildebrand,Jeffery,Texas,South,1959,3,5,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
173,171,10200,Manufatura,Viktor Rashnikov,74,Russia,Magnitogorsk,Aço,Russia,Masc,1948-10-13,Rashnikov,Viktor,No subdivisions info,No subdivisions info,1948,10,13,180.75,4.5,1699876578871,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,Europe
174,171,10200,Tecnologia,Eduardo Saverin,41,Singapore,Singapore,Facebook,Brazil,Masc,1982-03-19,Saverin,Eduardo,No subdivisions info,No subdivisions info,1982,3,19,114.41,0.6,372062527489,84.8,100.6,83.1,13.1,21.0,5703569,1.352083,103.819836,Asia
175,171,10200,Automotivo,Georg Schaeffler,58,Germany,Herzogenaurach,Autopeças,Germany,Masc,1964-10-19,Schaeffler,Georg,No subdivisions info,No subdivisions info,1964,10,19,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799,51.165691,10.451526,Europe
176,171,10200,Moda e varejo,Christy Walton,74,United States,Jackson,Walmart,United States,Fem,1949-02-08,Walton,Christy,Wyoming,South,1949,2,8,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
177,179,10100,Tecnologia,Scott Farquhar,43,Australia,Sydney,Software,Australia,Masc,1979-12-17,Farquhar,Scott,No subdivisions info,No subdivisions info,1979,12,17,119.8,1.6,1392680589329,113.1,100.3,82.7,23.0,47.4,25766605,-25.274398,133.775136,Oceania
178,179,10100,Diversificado,Quek Leng Chan,81,Malaysia,Kuala Lumpur,"Bancos, imóveis",Malaysia,Masc,1941-08-12,Quek,Leng Chan,No subdivisions info,No subdivisions info,1941,8,12,121.46,0.7,364701517788,45.1,105.3,76.0,12.0,38.7,32447385,4.210484,101.975766,Asia
179,179,10100,Imobiliário,Wu Yajun,59,China,Beijing,Imóveis,China,Fem,1964-01-01,Wu,Yajun,No subdivisions info,No subdivisions info,1964,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
180,182,10000,Energia,Autry Stephens,85,United States,Midland,Petróleo,United States,Masc,1938-03-08,Stephens,Autry,Texas,South,1938,3,8,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
181,183,9900,Serviços,Liu Yongxing,74,China,Shanghai,Diversificados,China,Masc,1948-06-01,Liu,Yongxing,No subdivisions info,No subdivisions info,1948,6,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
182,184,9800,Diversificado,Vinod Adani,74,United Arab Emirates,Dubai,"Infraestrutura, commodities",Cyprus,Masc,1949-01-10,Adani,Vinod,No subdivisions info,No subdivisions info,1949,1,10,114.52,-1.9,421142267938,36.8,108.4,77.8,0.1,15.9,9770529,23.424076,53.847818,Asia
183,184,9800,Moda e varejo,Nicolas Puech,80,Switzerland,Martigny,Hermes,France,Masc,1943-01-29,Puech,Nicolas,No subdivisions info,No subdivisions info,1943,1,29,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,Europe
184,184,9800,Logística,"Jacques Saadé, Jr.",51,France,Marseille,Transporte marítimo,France,Masc,1971-08-10,Saadé,Jacques,No subdivisions info,No subdivisions info,1971,8,10,110.05,1.1,2715518274227,65.6,102.5,82.5,24.2,60.7,67059887,46.227638,2.213749,Europe
